AÃ±o,Identificador de la Orden,Rama de la Entidad,Sector de la Entidad,Entidad,Solicitante,Fecha,Proveedor,Estado,Solicitud,Items,Total,Agregacion,Ciudad,Entidad Obigada,EsPostconflicto,NIT Proveedor,Actividad Economica Proveedor,ID Entidad
2017,23729,Ejecutiva,Trabajo,MINISTERIO DEL TRABAJO,Jose Maria Ortiz Varon,12/15/2017 12:00:00 AM,Inversiones Sara de Colombia SAS,Cerrada,41306,Ver Conjunto detalle,412549.00,Dotaciones de Vestuario II,VILLAVICENCIO,Obligada,No Definido,,,1
2021,77587,Ejecutiva,Comercio Industria y Turismo,FONDO NACIONAL DE GARANTIAS SA  FNG,Lorena Arias Robles,10/12/2021 12:00:00 AM,Grupo Empresarial Crear de Colombia SAS,Emitida,137274,Ver Conjunto detalle,29662625.00,Compra de ETP II,BogotÃ¡,No obligada,No Definido,900564459,4651,1565
2015,2373,Ejecutiva,EducaciÃ³n Nacional,ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL,Ana Cecilia Rivera Hernandez,04/30/2015 12:00:00 AM,Aseguradora Solidaria de Colombia LTDA,Emitida,6303,Ver Conjunto detalle,1122185.00,SOAT,BOGOTA,Obligada,No Definido,860524654,6511,103
2017,23730,Ejecutiva,Presidencia de la RepÃºblica,DEPARTAMENTO ADMINISTRATIVO DE LA PRESIDENCIA DE LA REPUBLICA,JesÃºs RafaÃ©l Carpio Salcedo,12/15/2017 12:00:00 AM,COLOMBIANA DE COMERCIO SA YO ALKOSTO SA,Cerrada,41286,Ver Conjunto detalle,26756000.00,Motocicletas Cuatrimotos y Motocarros,BOGOTA D.C.,Obligada,No Definido,890900943,COMERCIO AL POR MAYO,118
2017,23731,Ejecutiva,Justicia y del Derecho,RECLUSION DE MUJERES DE BOGOTA,Ana Mile Guzman Martinez,12/15/2017 12:00:00 AM,COLOMBIANA DE COMERCIO SA YO ALKOSTO SA,Cerrada,41209,Ver Conjunto detalle,12894000.00,Grandes Superficies,BOGOTA,Obligada,No Definido,890900943,COMERCIO AL POR MAYO,560
2017,23732,Ejecutiva,Justicia y del Derecho,RECLUSION DE MUJERES DE BOGOTA,Ana Mile Guzman Martinez,12/15/2017 12:00:00 AM,PANAMERICANA LIBRERÃA Y PAPELERÃA SA,Emitida,41209,Ver Conjunto detalle,2499000.00,Grandes Superficies,BOGOTA,Obligada,No Definido,830037946,4761,560
2017,23733,Organismos autÃ³nomo o independientes,,AUDITORIA GENERAL DE LA REPUBLICA,Carlos Augusto Santos Solano,12/15/2017 12:00:00 AM,Institucional Star Services Ltda,Emitida,40713,Ver Conjunto detalle,6982462.00,PapelerÃ­a y Ãºtiles de oficina II,BogotÃ¡ D.C.,No obligada,No Definido,8301139143,4649,101
2017,23734,Ejecutiva,Defensa Nacional,MEBAR,Jhon Mauricio Gomez Vera,12/15/2017 12:00:00 AM,Uniples SA,Emitida,41317,Ver Conjunto detalle,4800203.00,Consumibles de ImpresiÃ³n,BARRANQUILLA,Obligada,No Definido,8110213630,4690,362
2017,23735,Ejecutiva,Defensa Nacional,MEBAR,Jhon Mauricio Gomez Vera,12/15/2017 12:00:00 AM,Dispapeles SAS,Emitida,41320,Ver Conjunto detalle,17468503.00,Consumibles de ImpresiÃ³n,BARRANQUILLA,Obligada,No Definido,860028580,4669,362
2017,23736,Ejecutiva,Defensa Nacional,MEBAR,Jhon Mauricio Gomez Vera,12/15/2017 12:00:00 AM,Uniples SA,Emitida,41325,Ver Conjunto detalle,5934325.00,Consumibles de ImpresiÃ³n,BARRANQUILLA,Obligada,No Definido,8110213630,4690,362
2017,23737,Ejecutiva,Defensa Nacional,MEBAR,Jhon Mauricio Gomez Vera,12/15/2017 12:00:00 AM,Uniples SA,Emitida,41328,Ver Conjunto detalle,63496438.00,Consumibles de ImpresiÃ³n,BARRANQUILLA,Obligada,No Definido,8110213630,4690,362
2017,23738,Ejecutiva,,REGION ADMINISTRATIVA Y DE PLANEACIÃ“N ESPECIAL  RAPE REGIÃ“N CENTRAL,Edna Patricia Rangel BarragÃ¡n,12/15/2017 12:00:00 AM,Dispapeles SAS,Emitida,41287,Ver Conjunto detalle,6311757.00,PapelerÃ­a y Ãºtiles de oficina II,BOGOTÃ,No obligada,No Definido,860028580,4669 - 4690,586
2017,23739,Ejecutiva,,REGION ADMINISTRATIVA Y DE PLANEACIÃ“N ESPECIAL  RAPE REGIÃ“N CENTRAL,Edna Patricia Rangel BarragÃ¡n,12/15/2017 12:00:00 AM,Controles Empresariales SAS,Emitida,41190,Ver Conjunto detalle,9157312.00,Microsoft II,BOGOTÃ,No obligada,No Definido,800058607,4651,586
2015,2374,Ejecutiva,Defensa Nacional,BATALLON DE APOYO Y SERVICIOS PARA EL COMBATE No 19,Mario Andres PeÃ±uela Rodriguez,04/30/2015 12:00:00 AM,Union Temporal Cipe  Delta,Emitida,5298,Ver Conjunto detalle,204060.00,PapelerÃ­a y Ãºtiles de oficina,BOGOTA  D.C CALLE 80 #38-00,Obligada,No Definido,9007730019,0,490
2017,23740,Ejecutiva,,FONDO DE DESARROLLO LOCAL DE TUNJUELITO,Milena Ardila Vega,12/15/2017 12:00:00 AM,PapelerÃ­a Los Andes Ltda,Emitida,41233,Ver Conjunto detalle,40457560.00,PapelerÃ­a y Ãºtiles de oficina II,BogotÃ¡,No obligada,No Definido,8600267405,4761,152
2017,23741,Ejecutiva,,ALCALDIA DE NEIVA,Fernando Mauricio Iglesias Gaona,12/15/2017 12:00:00 AM,SOFASA SA,Emitida,41326,Ver Conjunto detalle,118882203.00,VehÃ­culos II,NEIVA,No obligada,No Definido,860025792,2910,804
"2017,23742,Organismos autÃ³nomo o independientes,,CONTRALORIA GENERAL DE LA REPUBLICA,Alfredo Vargas Abad,12/15/2017 12:00:00 AM,PANAMERICANA LIBRERÃA Y PAPELERÃA SA,Cerrada,40900,Ver Conjunto detalle,5994387.00,Grandes Superficies,""BogotÃ¡, D.C."",No obligada,No Definido,830037946,4761,166"
2017,23743,Ejecutiva,EducaciÃ³n Nacional,INSTITUTO NACIONAL PARA SORDOS INSOR,Andres Santiago Florez Ortegon,12/15/2017 12:00:00 AM,MAKRO SUPERMAYORISTA SAS,Cerrada,41215,Ver Conjunto detalle,740180.00,Grandes Superficies,BOGOTA,Obligada,No Definido,900059238,Comercio al por mayo,104
2017,23744,Ejecutiva,EducaciÃ³n Nacional,INSTITUTO NACIONAL PARA SORDOS INSOR,Andres Santiago Florez Ortegon,12/15/2017 12:00:00 AM,CENCOSUD COLOMBIA SA,Cerrada,41215,Ver Conjunto detalle,117173.00,Grandes Superficies,BOGOTA,Obligada,No Definido,900155107,4711,104
2017,23745,Ejecutiva,Transporte,UAE  AERONAUTICA CIVIL REGIONAL CUNDINAMARCA,Camilo Albeiro Pardo MuÃ±oz,12/15/2017 12:00:00 AM,PANAMERICANA LIBRERÃA Y PAPELERÃA SA,Emitida,33613,Ver Conjunto detalle,5996033.00,Grandes Superficies,BOGOTA,Obligada,No Definido,830037946,4761,306
2017,23746,Ejecutiva,Transporte,MINISTERIO DE TRANSPORTE,Carolina Olaya Rincon,12/15/2017 12:00:00 AM,COLOMBIANA DE COMERCIO SA YO ALKOSTO SA,Emitida,39360,Ver Conjunto detalle,8994000.00,Grandes Superficies,BOGOTA,Obligada,No Definido,890900943,COMERCIO AL POR MAYO,120
2017,23747,Ejecutiva,Defensa Nacional,DIRECCIÃ“N DE CARABINEROS Y SEGURIDAD RURAl,Rodrigo GonzÃ¡lez Herrera,12/15/2017 12:00:00 AM,Uniples SA,Cerrada,41329,Ver Conjunto detalle,36919300.00,Consumibles de ImpresiÃ³n,BogotÃ¡,Obligada,No Definido,8110213630,4690,582
2017,23748,Ejecutiva,Justicia y del Derecho,RECLUSION DE MUJERES DE BOGOTA,Ana Mile Guzman Martinez,12/15/2017 12:00:00 AM,PANAMERICANA LIBRERÃA Y PAPELERÃA SA,Emitida,41327,Ver Conjunto detalle,992579.00,Grandes Superficies,BOGOTA,Obligada,No Definido,830037946,4761,560
2017,23749,Ejecutiva,,INSTITUTO DE DESARROLLO URBANO,Guillermo Velasquez Yaya,12/15/2017 12:00:00 AM,SumimasSAS,Cerrada,41300,Ver Conjunto detalle,16839041.00,AdquisiciÃ³n de Computadores y PerifÃ©ricos,BogotÃ¡,No obligada,No Definido,,,147
2015,2375,Ejecutiva,Defensa Nacional,BATALLON DE APOYO Y SERVICIOS PARA EL COMBATE No 19,Mario Andres PeÃ±uela Rodriguez,04/30/2015 12:00:00 AM,SOS Soluciones de Oficina  Suministros SAS,Emitida,5298,Ver Conjunto detalle,5999276.00,PapelerÃ­a y Ãºtiles de oficina,BOGOTA  D.C CALLE 80 #38-00,Obligada,No Definido,830087030,4690,490
2017,23750,Ejecutiva,,COMPUTADORES PARA EDUCAR,Sandra Lizarazo Diaz,12/15/2017 12:00:00 AM,PROINTECH COLOMBIA SAS,Cerrada,41194,Ver Conjunto detalle,26565659.00,AdquisiciÃ³n de Computadores y PerifÃ©ricos,Bogota,No obligada,No Definido,900630034,7730,317
2017,23751,Ejecutiva,,COMPUTADORES PARA EDUCAR,Sandra Lizarazo Diaz,12/15/2017 12:00:00 AM,COLOMBIANA DE SOFTARE Y HARDARE COLSOF SA,Cerrada,41201,Ver Conjunto detalle,6722100.00,AdquisiciÃ³n de Computadores y PerifÃ©ricos,Bogota,No obligada,No Definido,800015583,4741,317
2017,23752,Ejecutiva,,COMPUTADORES PARA EDUCAR,Sandra Lizarazo Diaz,12/15/2017 12:00:00 AM,SumimasSAS,Cerrada,41204,Ver Conjunto detalle,2013282.00,AdquisiciÃ³n de Computadores y PerifÃ©ricos,Bogota,No obligada,No Definido,,,317
2017,23753,Ejecutiva,Defensa Nacional,DIRECCIÃ“N DE CARABINEROS Y SEGURIDAD RURAl,Rodrigo GonzÃ¡lez Herrera,12/15/2017 12:00:00 AM,Uniples SA,Cerrada,41338,Ver Conjunto detalle,4498233.00,Consumibles de ImpresiÃ³n,BogotÃ¡,Obligada,No Definido,8110213630,4690,582
2017,23754,Ejecutiva,InformaciÃ³n EstadÃ­Â­stica,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA DANE,Laura Sanchez Santamaria,12/15/2017 12:00:00 AM,ASEOS COLOMBIANOS ASEOCOLBA SA,Cerrada,41337,Ver Conjunto detalle,292024693.00,Aseo y CafeterÃ­a II,BogotÃ¡,Obligada,No Definido,800146077,8121,92
2017,23755,Ejecutiva,Defensa Nacional,ESCUELA MILITAR DE AVIACION MARCO FIDEL SUAREZ,Maribel Zapata Jama,12/15/2017 12:00:00 AM,COLOMBIANA DE COMERCIO SA YO ALKOSTO SA,Emitida,41346,Ver Conjunto detalle,2779900.00,Grandes Superficies,CALI,Obligada,No Definido,890900943,COMERCIO AL POR MAYO,1103
2017,23756,Ejecutiva,Justicia y del Derecho,MINISTERIO DE JUSTICIA Y DEL DERECHO,Norma Ruiz Huertas,12/15/2017 12:00:00 AM,UNION TEMPORAL ASEO COLOMBIA,Emitida,41344,Ver Conjunto detalle,346465304.00,Aseo y CafeterÃ­a II,Bogota,Obligada,No Definido,901031838,8129,161
2017,23757,Ejecutiva,No Aplica,HUILA  MUNICIPIO DE GUADALUPE,Maricela Guacary,12/15/2017 12:00:00 AM,UniÃ³n Temporal Toyonorte Ltda  Distribuidora Toyota SAS,Emitida,41092,Ver Conjunto detalle,193508848.00,VehÃ­culos II,Guadalupe,No obligada,No Definido,900921304,4511,1185
2017,23758,Ejecutiva,Salud y ProtecciÃ³n Social,FONDO DE PREVISION SOCIAL DEL CONGRESO DE LA REPUBLICA,Carlos Armando Suarez Puentes,12/15/2017 12:00:00 AM,UniÃ³n Temporal CharlestonPapi,Cerrada,41266,Ver Conjunto detalle,228480.00,Dotaciones de Vestuario II,Bogota,Obligada,No Definido,901031856,1410,13
2017,23759,Ejecutiva,Salud y ProtecciÃ³n Social,FONDO DE PREVISION SOCIAL DEL CONGRESO DE LA REPUBLICA,Carlos Armando Suarez Puentes,12/15/2017 12:00:00 AM,PapelerÃ­a Los Andes Ltda,Cerrada,41345,Ver Conjunto detalle,11697809.00,PapelerÃ­a y Ãºtiles de oficina II,BOGOTA,Obligada,No Definido,8600267405,4761,13
2015,2376,Ejecutiva,Defensa Nacional,BATALLON DE APOYO Y SERVICIOS PARA EL COMBATE No 19,Mario Andres PeÃ±uela Rodriguez,04/30/2015 12:00:00 AM,Comercial MCL SAS,Cancelada,5298,Ver Conjunto detalle,725079.00,PapelerÃ­a y Ãºtiles de oficina,BOGOTA  D.C CALLE 80 #38-00,Obligada,No Definido,800200968,4669,490
2017,23760,Organismos autÃ³nomo o independientes,Justicia y del Derecho,DEFENSORIA DEL PUEBLO,Gigliola Gravinni Marin,12/17/2017 12:00:00 AM,COLOMBIANA DE COMERCIO SA YO ALKOSTO SA,Emitida,40948,Ver Conjunto detalle,41856700.00,Grandes Superficies,BOGOTA,No obligada,No Definido,890900943,COMERCIO AL POR MAYO,35
2017,23761,Ejecutiva,InclusiÃ³n social y reconciliaciÃ³n,SECRETARIA DISTRITAL DE INTEGRACION SOCIAL,Yolima Perez Ariza,12/17/2017 12:00:00 AM,UNION TEMPORAL PRINTER  EL TIEMPO,Emitida,41054,Ver Conjunto detalle,42326110.00,Servicios de ImpresiÃ³n,BOGOTÃ,No obligada,No Definido,901025863,1811,686
2017,23762,Ejecutiva,Defensa Nacional,DEFENSA CIVIL COLOMBIANA,Jorge Oliver Vargas Beltran,12/17/2017 12:00:00 AM,Controles Empresariales SAS,Emitida,41096,Ver Conjunto detalle,143798891.00,Microsoft II,BogotÃ¡,Obligada,No Definido,800058607,4651,11
2017,23763,Ejecutiva,Defensa Nacional,DEFENSA CIVIL COLOMBIANA,Jorge Oliver Vargas Beltran,12/17/2017 12:00:00 AM,Mapfre Seguros Generales de Colombia SA,Emitida,41189,Ver Conjunto detalle,544789203.00,Seguros de VehÃ­culos,BogotÃ¡,Obligada,No Definido,891700037,6511,11
2017,23764,Ejecutiva,Defensa Nacional,CENTRAL ADMINISTRATIVA Y CONTABLE ESPECIALIZADA DE AVIACION,Ruby Esperanza LÃ³pez DurÃ¡n,12/17/2017 12:00:00 AM,SERVICIOS DE ASEO CAFETERIA Y MANTENIMIENTO INSTITUCIONAL OUTSOURCING SEASIN LIMITADA,Emitida,41191,Ver Conjunto detalle,151191189.00,Aseo y CafeterÃ­a II,BOGOTA,Obligada,No Definido,900229503,8121,157
2017,23765,Ejecutiva,InclusiÃ³n social y reconciliaciÃ³n,SECRETARIA DISTRITAL DE INTEGRACION SOCIAL,Yolima Perez Ariza,12/17/2017 12:00:00 AM,IMPRENTA NACIONAL DE COLOMBIA,Cerrada,41114,Ver Conjunto detalle,77840280.00,Servicios de ImpresiÃ³n,BOGOTÃ,No obligada,No Definido,830001113,5811,686
2017,23766,Ejecutiva,Defensa Nacional,DEFENSA CIVIL COLOMBIANA,Jorge Oliver Vargas Beltran,12/17/2017 12:00:00 AM,SumimasSAS,Emitida,41239,Ver Conjunto detalle,29889396.00,AdquisiciÃ³n de Computadores y PerifÃ©ricos,BogotÃ¡,Obligada,No Definido,,,11
2017,23767,Ejecutiva,Salud y ProtecciÃ³n Social,FONDO DE PREVISION SOCIAL DEL CONGRESO DE LA REPUBLICA,Carlos Armando Suarez Puentes,12/17/2017 12:00:00 AM,Sparta Shoes SAS,Cerrada,41264,Ver Conjunto detalle,589240.00,Dotaciones de Vestuario II,Bogota,Obligada,No Definido,900315346,1521,13
2017,23768,Ejecutiva,Defensa Nacional,MESAN,Johan Michell garcia hoyos,12/17/2017 12:00:00 AM,Panamericana Outsourcing SA,Cerrada,41273,Ver Conjunto detalle,69528877.00,PapelerÃ­a y Ãºtiles de oficina II,Santa Marta,Obligada,No Definido,8300776556,4669,378
2015,2377,Ejecutiva,Defensa Nacional,BATALLON DE APOYO Y SERVICIOS PARA EL COMBATE No 19,Mario Andres PeÃ±uela Rodriguez,04/30/2015 12:00:00 AM,Comercializadora Ferlag,Emitida,5298,Ver Conjunto detalle,943302.00,PapelerÃ­a y Ãºtiles de oficina,BOGOTA  D.C CALLE 80 #38-00,Obligada,No Definido,830001017,4649,490
2017,23770,Ejecutiva,Defensa Nacional,DIRECCION ANTISECUESTRO Y EXTORSION,Fernando Murillo Orrego,12/17/2017 12:00:00 AM,SERVIASEO SA,Emitida,41350,Ver Conjunto detalle,110597737.00,Aseo y CafeterÃ­a II,BOGOTA,Obligada,No Definido,860067479,8129,160
2017,23771,Ejecutiva,Defensa Nacional,DESUC PONAL,MarÃ­a Del Pilar GarzÃ³n Rueda,12/17/2017 12:00:00 AM,Panamericana Outsourcing SA,Emitida,41351,Ver Conjunto detalle,10734151.00,PapelerÃ­a y Ãºtiles de oficina II,sincelejo,Obligada,No Definido,8300776556,4669,428
2017,23772,Ejecutiva,FunciÃ³n PÃºblica,CUNDINAMARCA  ALCALDIA MUNICIPAL DE CHIA,Jorge IvÃ¡n OrtÃ­z Ardila,12/17/2017 12:00:00 AM,UniÃ³n Temporal Novatours  Vision Tours 042015,Emitida,41352,Ver Conjunto detalle,274900000.00,Tiquetes AÃ©reos,ChÃ­a,No obligada,No Definido,9008898962,7911,215
2017,23773,Ejecutiva,Defensa Nacional,AMAZONAS  DEPARTAMENTO DE POLICIA,Jeisson Leandro Arango Lozano,12/17/2017 12:00:00 AM,Uniples SA,Cerrada,41357,Ver Conjunto detalle,6037736.00,Consumibles de ImpresiÃ³n,LETICIA,Obligada,No Definido,8110213630,4690,835
2017,23774,Ejecutiva,Defensa Nacional,DESUC PONAL,MarÃ­a Del Pilar GarzÃ³n Rueda,12/17/2017 12:00:00 AM,Panamericana Outsourcing SA,Emitida,41359,Ver Conjunto detalle,37548090.00,PapelerÃ­a y Ãºtiles de oficina II,sincelejo,Obligada,No Definido,8300776556,4669,428
2017,23775,Ejecutiva,Defensa Nacional,DESUC PONAL,MarÃ­a Del Pilar GarzÃ³n Rueda,12/17/2017 12:00:00 AM,Sistemas y Distribuciones FormaconLtda,Emitida,41361,Ver Conjunto detalle,6698275.00,Consumibles de ImpresiÃ³n,sincelejo,Obligada,No Definido,,,428
2017,23777,Ejecutiva,Defensa Nacional,AMAZONAS  DEPARTAMENTO DE POLICIA,Jeisson Leandro Arango Lozano,12/17/2017 12:00:00 AM,KeyMarket SAS,Cerrada,41363,Ver Conjunto detalle,2456454.00,Consumibles de ImpresiÃ³n,LETICIA,Obligada,No Definido,830073623,4651,835
"2017,23778,Ejecutiva,Defensa Nacional,DGSM,Angela Maria TofiÃ±o Saavedra,12/17/2017 12:00:00 AM,AmÃ©ricas Business Process Services SA,Emitida,41354,Ver Conjunto detalle,4020927955.00,Servicios BPO,""BogotÃ¡, D.C."",Obligada,No Definido,830126395,8220,322"
2017,23779,Ejecutiva,Defensa Nacional,DESUC PONAL,MarÃ­a Del Pilar GarzÃ³n Rueda,12/17/2017 12:00:00 AM,Uniples SA,Emitida,41365,Ver Conjunto detalle,19895854.00,Consumibles de ImpresiÃ³n,sincelejo,Obligada,No Definido,8110213630,4690,428
2015,2378,Ejecutiva,Defensa Nacional,BATALLON DE APOYO Y SERVICIOS PARA EL COMBATE No 19,Mario Andres PeÃ±uela Rodriguez,04/30/2015 12:00:00 AM,Lilia Fanny Guevara Parrado,Emitida,5298,Ver Conjunto detalle,12551.00,PapelerÃ­a y Ãºtiles de oficina,BOGOTA  D.C CALLE 80 #38-00,Obligada,No Definido,20546554,4761,490
2017,23780,Ejecutiva,Defensa Nacional,DESUC PONAL,MarÃ­a Del Pilar GarzÃ³n Rueda,12/17/2017 12:00:00 AM,Uniples SA,Emitida,41366,Ver Conjunto detalle,680705.00,Consumibles de ImpresiÃ³n,sincelejo,Obligada,No Definido,8110213630,4690,428
2017,23781,Ejecutiva,Defensa Nacional,DESUC PONAL,MarÃ­a Del Pilar GarzÃ³n Rueda,12/17/2017 12:00:00 AM,Uniples SA,Emitida,41367,Ver Conjunto detalle,7201600.00,Consumibles de ImpresiÃ³n,sincelejo,Obligada,No Definido,8110213630,4690,428
2017,23783,Ejecutiva,Ambiente y Desarrollo Sostenible,SECRETARIA DISTRITAL DE AMBIENTE,Jose Nelson Rueda Cuervo,12/17/2017 12:00:00 AM,ESRI COLOMBIA SAS,Cerrada,41130,Ver Conjunto detalle,171342253.00,ArcGIS,BogotÃ¡,No obligada,No Definido,830122983,6202,129
2017,23784,Ejecutiva,Minas y EnergÃ­a,INSTITUTO DE PLANIFICACION Y PROMOCION DE SOLUCIONES ENERGETICAS,Silvia SÃ¡nchez Vargas,12/18/2017 12:00:00 AM,Institucional Star Services Ltda,Cerrada,41358,Ver Conjunto detalle,16187935.00,PapelerÃ­a y Ãºtiles de oficina II,BogotÃ¡ D.C.,Obligada,No Definido,8301139143,4649,14
2017,23785,Ejecutiva,Trabajo,SENA  Regional Bolivar,Roberto Plata Chacon,12/18/2017 12:00:00 AM,Servi limpieza SA,Emitida,41218,Ver Conjunto detalle,549581127.00,Aseo y CafeterÃ­a II,Cartagena,Obligada,No Definido,800148041,8121,419
2017,23786,Ejecutiva,Hacienda y CrÃ©dito PÃºblico,UAE  CONTADURIA GENERAL DE LA NACION,Lina Maria Arias Loaiza,12/18/2017 12:00:00 AM,PANAMERICANA LIBRERÃA Y PAPELERÃA SA,Emitida,41282,Ver Conjunto detalle,7601720.00,Grandes Superficies,BogotÃ¡ D.C.,Obligada,No Definido,830037946,4761,19
2017,23787,Ejecutiva,No Aplica,CUNDINAMARCA  MUNICIPIO DE TABIO,Liliana Carolina Garnica Lozano,12/18/2017 12:00:00 AM,Pear Solutions SAS,Emitida,41332,Ver Conjunto detalle,18052570.00,AdquisiciÃ³n de Computadores y PerifÃ©ricos,TABIO,No obligada,No Definido,900148177,9511,1066
2017,23788,Ejecutiva,No Aplica,CUNDINAMARCA  MUNICIPIO DE TABIO,Liliana Carolina Garnica Lozano,12/18/2017 12:00:00 AM,SumimasSAS,Emitida,41383,Ver Conjunto detalle,8908085.00,AdquisiciÃ³n de Computadores y PerifÃ©ricos,TABIO,No obligada,No Definido,,,1066
2017,23789,Ejecutiva,Transporte,MINISTERIO DE TRANSPORTE,Nayibe Cecilia Mendoza Almanza,12/18/2017 12:00:00 AM,ESRI COLOMBIA SAS,Emitida,40772,Ver Conjunto detalle,32604235.00,ArcGIS,Bogota,Obligada,No Definido,830122983,6202,120
2015,2379,Ejecutiva,Defensa Nacional,BATALLON DE APOYO Y SERVICIOS PARA EL COMBATE No 19,Mario Andres PeÃ±uela Rodriguez,04/30/2015 12:00:00 AM,Ofixpres SAS,Cancelada,5298,Ver Conjunto detalle,14215702.00,PapelerÃ­a y Ãºtiles de oficina,BOGOTA  D.C CALLE 80 #38-00,Obligada,No Definido,900156826,4690 - COMERCIO AL P,490
2017,23790,Ejecutiva,Transporte,MINISTERIO DE TRANSPORTE,Nayibe Cecilia Mendoza Almanza,12/18/2017 12:00:00 AM,ESRI COLOMBIA SAS,Emitida,40189,Ver Conjunto detalle,36539866.00,ArcGIS,Bogota,Obligada,No Definido,830122983,6202,120
2017,23791,Ejecutiva,Transporte,BOGOTA  SECRETARIA DISTRITAL DE MOVILIDAD,Hortensia Maldonado Rodriguez,12/18/2017 12:00:00 AM,PANAMERICANA LIBRERÃA Y PAPELERÃA SA,Emitida,35006,Ver Conjunto detalle,1655955.00,Grandes Superficies,BogotÃ¡ D.C,No obligada,No Definido,830037946,4761,375
2017,23792,Ejecutiva,Ambiente y Desarrollo Sostenible,PARQUES NACIONALES NATURALES DE COLOMBIA,Luis Alberto Ortiz Morales,12/18/2017 12:00:00 AM,COLOMBIANA DE COMERCIO SA YO ALKOSTO SA,Emitida,40983,Ver Conjunto detalle,1232700.00,Grandes Superficies,BogotÃ¡ D.C.,Obligada,No Definido,890900943,COMERCIO AL POR MAYO,4
2017,23793,Ejecutiva,Ambiente y Desarrollo Sostenible,PARQUES NACIONALES NATURALES DE COLOMBIA,Luis Alberto Ortiz Morales,12/18/2017 12:00:00 AM,COLOMBIANA DE COMERCIO SA YO ALKOSTO SA,Emitida,41384,Ver Conjunto detalle,1759200.00,Grandes Superficies,BogotÃ¡ D.C.,Obligada,No Definido,890900943,COMERCIO AL POR MAYO,4
2017,23794,Ejecutiva,FunciÃ³n PÃºblica,NARIÃ‘O  ALCALDÃA MUNICIPAL DE PASTO,Liliana Del Rosario Pantoja MesÃ­as,12/18/2017 12:00:00 AM,SumimasSAS,Emitida,41376,Ver Conjunto detalle,133957733.00,AdquisiciÃ³n de Computadores y PerifÃ©ricos,Pasto,No obligada,No Definido,,,1101
2017,23795,Ejecutiva,Minas y EnergÃ­a,COMISION DE REGULACION DE ENERGIA Y GAS,Mauricio Velosa Cortes,12/18/2017 12:00:00 AM,PANAMERICANA LIBRERÃA Y PAPELERÃA SA,Emitida,37075,Ver Conjunto detalle,9383150.00,Grandes Superficies,BogotÃ¡ D.C.,Obligada,No Definido,830037946,4761,144
2017,23796,Ejecutiva,FunciÃ³n PÃºblica,NARIÃ‘O  ALCALDÃA MUNICIPAL DE PASTO,Liliana Del Rosario Pantoja MesÃ­as,12/18/2017 12:00:00 AM,Cysnus SAS,Emitida,41321,Ver Conjunto detalle,37588994.00,AdquisiciÃ³n de Computadores y PerifÃ©ricos,Pasto,No obligada,No Definido,900276997,4651,1101
2017,23797,Ejecutiva,Comercio Industria y Turismo,INM,Lucelly Mora Arias,12/18/2017 12:00:00 AM,JORGE HERNAN JARAMILLO OCHOA,Cancelada,41280,Ver Conjunto detalle,4097558.00,Servicios de ImpresiÃ³n,BogotÃ¡ D.C.,Obligada,No Definido,8310980,1811,337
2017,23798,Ejecutiva,Comercio Industria y Turismo,INM,Lucelly Mora Arias,12/18/2017 12:00:00 AM,PANAMERICANA LIBRERÃA Y PAPELERÃA SA,Emitida,41283,Ver Conjunto detalle,20027700.00,Grandes Superficies,BogotÃ¡ D.C.,Obligada,No Definido,830037946,4761,337
2017,23799,Legislativa,InclusiÃ³n social y reconciliaciÃ³n,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR REGIONAL SAN ANDRES,Richard Antony Navarro Neball,12/18/2017 12:00:00 AM,Inversiones Sara de Colombia SAS,Emitida,41241,Ver Conjunto detalle,2322499.00,Dotaciones de Vestuario II,SAN ANDRÃ‰S ISLAS,Obligada,No Definido,,,1193
2014,238,Ejecutiva,InclusiÃ³n social y reconciliaciÃ³n,AGENCIA NACIONAL PARA LA SUPERACION DE LA POBREZA EXTREMA,MarÃ­a Alejandra Urbina Echeverry,05/29/2014 12:00:00 AM,Seguros Generales Suramericana SA,Emitida,979,Ver Conjunto detalle,241016.00,SOAT I,BogotÃ¡ D.C.,Obligada,No Definido,890903407,6511,100
2015,2380,Ejecutiva,Defensa Nacional,BATALLON DE APOYO Y SERVICIOS PARA EL COMBATE No 19,Mario Andres PeÃ±uela Rodriguez,04/30/2015 12:00:00 AM,PapelerÃ­a Los Andes,Cancelada,5298,Ver Conjunto detalle,212887.00,PapelerÃ­a y Ãºtiles de oficina,BOGOTA  D.C CALLE 80 #38-00,Obligada,No Definido,860026740,4761,490
2017,23800,Legislativa,InclusiÃ³n social y reconciliaciÃ³n,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR REGIONAL SAN ANDRES,Richard Antony Navarro Neball,12/18/2017 12:00:00 AM,Confecciones PÃ¡ez SA,Emitida,41249,Ver Conjunto detalle,1833552.00,Dotaciones de Vestuario II,SAN ANDRÃ‰S ISLAS,Obligada,No Definido,817000830,1410,1193
